Creationtime,Einddatum,Einddatumgepland,Hoofdzaak_id,Zaak_id,Zaaknummer,Omschrijving,Registratiedatum,Startdatum,Toelichting,UiterlijkeEinddatumAfdoening,VerantwoordelijkeOrganisatie,VertrouwelijkheidAanduiding,Zaaktype_id,When,Change
2023-12-12 12:26:54.208,2024-04-16,2024-05-28,,50b5144b-eb99-4b56-a4c3-c830fe671ea9,Z2023-00000221,omschrijving 90,2023-12-12,2023-12-12,toelichting 90,2024-05-28,805307631,Openbaar,71452e46-6c20-45b4-bd72-486cdfe9ee8c,2025-07-06 11:41:46.862,insert
2023-12-12 13:48:16.572,2024-04-16,2024-02-06,,20dcb334-d822-4d1d-ba18-8c3f9aa81d51,Z2023-00000222,omschrijving 91,2023-12-12,2023-12-12,toelichting 91,2024-02-06,805307631,Openbaar,414ffbd6-d7fc-452d-99cb-8c8214b64cc0,2025-07-06 11:41:46.864,insert
2023-12-04 12:40:15.403,2024-04-16,2024-01-29,,a16ff5c5-8c9e-4383-8f03-ed5651db113d,Z2023-00000200,omschrijving 92,2023-12-04,2023-12-04,toelichting 92,2024-01-29,805307631,Openbaar,414ffbd6-d7fc-452d-99cb-8c8214b64cc0,2025-07-06 11:41:47.052,insert
2023-12-04 12:58:21.349,2024-04-16,2024-06-03,,622bebcd-39ec-4c6f-b0b9-cab1889afd4b,Z2023-00000201,omschrijving 93,2023-12-04,2023-12-04,toelichting 93,2024-06-03,805307631,Openbaar,414ffbd6-d7fc-452d-99cb-8c8214b64cc0,2025-07-06 11:41:47.053,insert
2024-05-30 15:18:12.589,2025-05-28,2024-07-25,,8a972c99-95d8-4f37-9eb1-7a1de96d470c,Z2024-00000086,omschrijving 94,2024-05-30,2024-05-30,toelichting 94,2024-07-25,805307631,Openbaar,5620e6b8-6423-48ac-bff7-12e404e15bad,2025-07-06 11:41:47.361,insert
2023-03-06 10:57:10.367,2023-11-01,2023-08-21,,9d3fd5ba-36fb-4ebe-ae48-0acb092e83b4,Z2023-00000044,omschrijving 95,2023-03-06,2023-03-06,toelichting 95,2023-08-21,805307631,Beperkt openbaar,ff6733dc-0273-47e2-9320-c5a4e5b1f968,2025-07-06 11:41:52.163,insert
2022-11-07 09:34:15.053,2022-12-09,2022-11-22,,eb85c6a8-2cdf-413a-8e28-968d7c90e622,Z2022-00000112,omschrijving 96,2022-11-07,2022-11-08,toelichting 96,2022-12-06,805307631,Openbaar,7ad7f3b1-cba4-4d89-8e2d-ae92d16f34dc,2025-07-06 11:41:53.683,insert
2022-11-07 11:31:24.825,2022-11-07,2023-01-02,,f329359e-eeda-4678-a487-ebc2876bc713,Z2022-00000116,omschrijving 97,2022-11-07,2022-11-07,toelichting 97,2023-01-02,805307631,Openbaar,0fcf3834-1270-41ce-89e5-bb69665ddec0,2025-07-06 11:41:53.728,insert
2022-09-20 12:45:25.589,2022-10-28,2022-11-15,,bfe13a2b-f00a-4d46-a86e-cd9b8fdaaa68,Z2022-00000086,omschrijving 98,2022-09-20,2022-09-20,toelichting 98,2022-11-15,805307631,Openbaar,294ee16c-ab15-4f19-882e-2341490eb20a,2025-07-06 11:41:54.331,insert
2022-10-24 11:53:33.913,2022-10-28,2022-12-19,,170b6823-9038-4c9e-a7fd-b660574db30b,Z2022-00000101,omschrijving 99,2022-10-24,2022-10-24,toelichting 99,2022-12-19,805307631,Openbaar,d793a64a-b720-49fc-becf-ab892a2078b5,2025-07-06 11:41:55.567,insert
2022-10-28 09:12:20.399,2022-12-01,2023-01-10,,0ebe1da8-0a04-4c1f-92f1-bacb9a0555c5,Z2022-00000107,omschrijving 100,2022-10-28,2022-10-28,toelichting 100,2023-01-10,805307631,Openbaar,d793a64a-b720-49fc-becf-ab892a2078b5,2025-07-06 11:41:57.946,insert
2022-10-27 16:16:24.142,2022-12-12,2023-05-12,,a2d7cfd3-e6f8-463f-9c9a-91439227ff0d,Z2022-00000106,omschrijving 101,2022-10-27,2022-10-27,toelichting 101,2023-05-12,805307631,Openbaar,d793a64a-b720-49fc-becf-ab892a2078b5,2025-07-06 11:41:58.147,insert
2023-01-09 09:10:00.378,2023-08-15,2023-01-23,,46cf9a95-d01f-409f-9acd-ec8d81f3bde9,Z2023-00000006,omschrijving 102,2023-01-09,2023-01-09,toelichting 102,2023-02-06,805307631,Openbaar,50a7ce1a-fe1a-4e21-a717-b8cc774428a0,2025-07-06 11:41:59.852,insert
2022-12-21 08:50:33.149,2023-08-15,2025-09-15,,5bcaee51-8e38-4808-abe4-95b5ba5a5164,Z2022-00000148,omschrijving 103,2022-12-21,2022-12-21,toelichting 103,2025-09-15,805307631,Beperkt openbaar,68dfb58c-8d4a-415f-babb-6b2b99d5d5fa,2025-07-06 11:41:59.854,insert
2023-02-07 13:32:28.027,2023-02-07,2023-03-07,,b8de7a10-ecce-4186-ac4e-487c2254fdfb,Z2023-00000030,omschrijving 104,2023-02-07,2023-02-07,toelichting 104,2023-03-07,805307631,Openbaar,5ef13ee6-e314-4e9c-b4dd-07a816ae9118,2025-07-06 11:42:01.175,insert
2023-02-08 09:45:16.124,2024-08-21,2023-04-05,,dcb7ce95-9162-44f2-b9d5-631c5c861a4e,Z2023-00000031,omschrijving 105,2023-02-08,2023-02-08,toelichting 105,2023-04-05,805307631,Openbaar,d294a646-68b0-4992-825f-a0fabcd4a180,2025-07-06 11:42:01.177,insert
2023-03-08 10:54:09.687,2024-08-21,2023-03-22,,541563ae-08db-48b9-93bf-b158a7f1d271,Z2023-00000051,omschrijving 106,2023-03-08,2023-03-08,toelichting 106,2023-04-05,805307631,Openbaar,6e27166b-6ec9-43a7-8221-cc21f24072d8,2025-07-06 11:42:05.677,insert
2023-03-09 12:20:41.455,2023-11-01,2023-08-24,,b5d15c5b-6f9d-4941-8f5d-988b9dc617ca,Z2023-00000052,omschrijving 107,2023-03-09,2023-03-09,toelichting 107,2023-08-24,805307631,Openbaar,ff6733dc-0273-47e2-9320-c5a4e5b1f968,2025-07-06 11:42:06.029,insert
2023-03-08 10:25:28.855,2024-08-21,2025-12-01,,d50c2a85-7a2e-43e0-963d-b99661bfee49,Z2023-00000049,omschrijving 108,2023-03-08,2023-03-08,toelichting 108,2025-12-01,805307631,Openbaar,45b58093-f427-4cbb-bbca-20798b851658,2025-07-06 11:42:06.106,insert
2023-09-15 11:10:34.976,,2024-02-02,,4948efd3-4e02-4c6e-949b-b16a17bf5f36,Z2023-00000147,omschrijving 109,2023-09-15,2023-09-15,toelichting 109,2024-02-02,805307631,Openbaar,9eb398f2-aeea-47cc-ae9d-b36eb9b6912f,2025-07-06 11:42:06.371,insert
2023-03-28 15:55:00.267,2024-11-20,2023-04-25,,cb59dfa1-7d90-4108-b769-da7cd106c790,Z2023-00000065,omschrijving 110,2023-03-28,2023-03-28,toelichting 110,2023-04-25,805307631,Openbaar,f8199892-186a-4fac-9516-8db566ff57be,2025-07-06 11:42:06.441,insert
2023-09-25 11:47:25.663,,2023-10-09,,97a97dd3-5b35-44b0-ba8f-1c12717a9b7f,Z2023-00000149,omschrijving 111,2023-09-25,2023-09-25,toelichting 111,2023-10-23,805307631,Openbaar,f24154fd-5f45-4ef2-9248-ef061e248541,2025-07-06 11:42:08.646,insert
2023-09-25 12:43:18.446,,2023-10-09,,9997aa23-81e2-4d8e-8be0-7ce194186e54,Z2023-00000151,omschrijving 112,2023-09-25,2023-09-25,toelichting 112,2023-10-23,805307631,Openbaar,f24154fd-5f45-4ef2-9248-ef061e248541,2025-07-06 11:42:08.647,insert
2023-05-17 12:03:56.033,2024-11-20,2023-06-08,,ea714299-bfb7-4ba2-855b-7428cc387bda,Z2023-00000077,omschrijving 113,2023-05-17,2023-05-25,toelichting 113,2023-06-22,805307631,Openbaar,b1d17839-49ea-4759-9490-07b2fc49dabe,2025-07-06 11:42:09.158,insert
2023-06-13 11:25:52.711,2024-11-20,2023-08-08,,7079c6ec-d6b9-4d5b-93e4-240ecacd98eb,Z2023-00000083,omschrijving 114,2023-06-13,2023-06-13,toelichting 114,2023-08-08,805307631,Openbaar,49d0e580-2902-4afe-a747-5d8889632b93,2025-07-06 11:42:09.630,insert
2023-06-13 11:02:05.719,2024-11-20,2023-06-27,,8889d4dd-0502-4319-82a9-538fa790c9f5,Z2023-00000082,omschrijving 115,2023-06-13,2023-06-13,toelichting 115,2023-07-11,805307631,Openbaar,b1d17839-49ea-4759-9490-07b2fc49dabe,2025-07-06 11:42:09.679,insert
2023-06-07 09:59:05.543,2024-11-20,2023-08-02,,906ee754-1291-44c5-ab9d-3f1045d93081,Z2023-00000079,omschrijving 116,2023-06-07,2023-06-07,toelichting 116,2023-08-02,805307631,Openbaar,5d38a2ab-daf4-4363-b090-ef06c5a2a3af,2025-07-06 11:42:09.697,insert
2023-06-07 09:54:30.750,2024-11-20,2023-08-02,,b70edb4e-13dc-4120-a7c3-d7577d452f19,Z2023-00000078,omschrijving 117,2023-06-07,2023-06-07,toelichting 117,2023-08-02,805307631,Openbaar,49d0e580-2902-4afe-a747-5d8889632b93,2025-07-06 11:42:09.731,insert
2023-06-13 09:24:34.264,2024-11-20,2023-06-27,,f0baceff-1259-41a3-a987-b6b54b70a6b8,Z2023-00000081,omschrijving 118,2023-06-13,2023-06-13,toelichting 118,2026-03-08,805307631,Openbaar,1532f17e-9d0e-4941-9163-5358bdcd1f7c,2025-07-06 11:42:09.853,insert
2022-12-07 08:57:57.345,2022-12-21,2025-09-01,,247dff11-bb86-4386-a9e3-d33f28c48838,Z2022-00000139,omschrijving 119,2022-12-07,2022-12-07,toelichting 119,2025-09-01,805307631,Beperkt openbaar,68dfb58c-8d4a-415f-babb-6b2b99d5d5fa,2025-07-06 11:42:12.238,insert
2024-04-17 07:48:22.497,2025-06-04,2024-05-01,,267a114f-6761-4ce1-90f9-99fb0dd8cbd3,Z2024-00000071,omschrijving 120,2024-04-17,2024-04-17,toelichting 120,2024-05-15,805307631,Openbaar,7aeb2b7e-be6f-45ec-9230-680dd9fc6b84,2025-07-06 11:42:12.245,insert
2025-06-26 10:30:52.641,,2025-07-10,,aa1dc33e-71ef-4de6-8e9d-bdc24304f82e,Z2025-00000096,omschrijving 121,2025-06-26,2025-06-26,toelichting 121,2025-07-24,805307631,Openbaar,b21a73d5-a988-4ca0-92e6-5679fb5d5889,2025-07-06 11:42:12.254,insert
2025-06-26 10:46:39.722,,2025-07-10,,8a595ddb-6070-4b8f-bc0c-58db021b1efe,Z2025-00000097,omschrijving 122,2025-06-26,2025-06-26,toelichting 122,2025-07-24,805307631,Openbaar,b21a73d5-a988-4ca0-92e6-5679fb5d5889,2025-07-06 11:42:12.254,insert
2025-06-23 10:06:17.929,,2025-08-18,,f4c96c62-362c-44aa-8911-0b624f70f811,Z2025-00000094,omschrijving 123,2025-06-23,2025-06-23,toelichting 123,2025-08-18,805307631,Openbaar,9a47a416-d206-456b-a039-827fb198be8c,2025-07-06 11:42:12.328,insert
2025-06-26 11:12:40.217,,2025-07-24,,0fdffa2c-9c7e-460e-a2df-d00d068ec5ae,Z2025-00000098,omschrijving 124,2025-06-26,2025-06-26,toelichting 124,2025-09-18,805307631,Zaakvertrouwelijk,21b3838f-e606-4272-8a55-501f81e2fae9,2025-07-06 11:42:12.328,insert
2021-12-10 14:07:08.149,2022-03-07,2022-02-04,,28a1d54b-4f6b-447c-b965-1797189f88df,Z2021-00000013,omschrijving 125,2021-12-10,2021-12-10,toelichting 125,2022-02-04,805307631,Openbaar,6baecefe-4bc6-4daa-bea3-bbab83bee9eb,2025-07-06 11:42:12.378,insert
2022-01-19 09:20:12.903,2022-01-19,2022-03-16,,06712d14-6987-4217-bcc7-8d1a4af9b994,Z2022-00000006,omschrijving 126,2022-01-19,2022-01-19,toelichting 126,2022-03-16,805307631,Openbaar,d76e354b-f6fd-465d-9ab1-5c9e515e8992,2025-07-06 11:42:12.379,insert
2025-06-26 12:49:12.596,,2025-08-21,,2d623efa-de8d-4b38-99a1-38d8f0c9a651,Z2025-00000099,omschrijving 127,2025-06-26,2025-06-26,toelichting 127,2025-10-02,805307631,Openbaar,276d5568-5b9f-4301-a664-0eabc01bfb37,2025-07-06 11:42:12.444,insert
2022-12-07 12:10:20.601,2022-12-09,2022-12-21,,72c59d73-897d-45ad-8f89-35834d4add7a,Z2022-00000141,omschrijving 128,2022-12-07,2022-12-07,toelichting 128,2023-01-04,805307631,Openbaar,50a7ce1a-fe1a-4e21-a717-b8cc774428a0,2025-07-06 11:42:12.531,insert
2022-12-07 12:19:28.800,2022-12-09,2022-12-21,,59143e06-a08a-435f-b37d-2ed8ad5f7346,Z2022-00000142,omschrijving 129,2022-12-07,2022-12-07,toelichting 129,2023-01-04,805307631,Openbaar,50a7ce1a-fe1a-4e21-a717-b8cc774428a0,2025-07-06 11:42:12.531,insert
2022-10-24 12:03:43.624,2022-12-09,2022-11-08,,d0e851c4-d591-4fc6-925e-df690611f849,Z2022-00000102,omschrijving 130,2022-10-24,2022-10-25,toelichting 130,2022-11-22,805307631,Openbaar,7ad7f3b1-cba4-4d89-8e2d-ae92d16f34dc,2025-07-06 11:42:12.669,insert
2022-10-24 12:44:38.543,2022-12-09,2023-01-30,,2c7fa54f-19b3-47b8-aadd-bf5e1ad840ed,Z2022-00000103,omschrijving 131,2022-10-24,2022-10-24,toelichting 131,2023-01-30,805307631,Openbaar,d793a64a-b720-49fc-becf-ab892a2078b5,2025-07-06 11:42:12.669,insert
2022-10-19 08:47:40.045,2022-12-09,2023-01-25,,b7c42630-f1ea-4c25-ba6b-2aacdda3a60d,Z2022-00000099,omschrijving 132,2022-10-19,2022-10-19,toelichting 132,2023-01-25,805307631,Openbaar,d793a64a-b720-49fc-becf-ab892a2078b5,2025-07-06 11:42:12.670,insert
2022-12-07 14:33:21.802,2022-12-09,2022-12-21,,b3fd7367-f577-4e32-bec2-dd942dddf396,Z2022-00000143,omschrijving 133,2022-12-07,2022-12-07,toelichting 133,2023-01-04,805307631,Openbaar,50a7ce1a-fe1a-4e21-a717-b8cc774428a0,2025-07-06 11:42:12.766,insert
2022-03-29 11:07:29.045,2022-06-24,2022-04-26,,eca61f80-ced7-4338-93bf-de244d3347ba,Z2022-00000045,omschrijving 134,2022-03-29,2022-03-29,toelichting 134,2022-04-26,805307631,Openbaar,f8199892-186a-4fac-9516-8db566ff57be,2025-07-06 11:42:12.952,insert
2022-12-09 09:57:50.168,2022-12-09,2022-12-23,,9deb6068-f271-4d9a-aec0-9bb5ad8a051d,Z2022-00000144,omschrijving 135,2022-12-09,2022-12-09,toelichting 135,2023-01-06,805307631,Openbaar,50a7ce1a-fe1a-4e21-a717-b8cc774428a0,2025-07-06 11:42:13.264,insert
2022-12-09 10:00:20.703,2022-12-09,2022-12-23,,22efc6f8-b08b-44bc-b745-bef8f4ed7d3f,Z2022-00000145,omschrijving 136,2022-12-09,2022-12-09,toelichting 136,2023-01-06,805307631,Openbaar,50a7ce1a-fe1a-4e21-a717-b8cc774428a0,2025-07-06 11:42:13.264,insert
2022-12-09 10:13:48.001,2022-12-09,2022-12-23,,3bc9dc2d-54a2-41ae-a0e6-8a3d6b0d3913,Z2022-00000146,omschrijving 137,2022-12-09,2022-12-09,toelichting 137,2023-01-06,805307631,Openbaar,50a7ce1a-fe1a-4e21-a717-b8cc774428a0,2025-07-06 11:42:13.265,insert
2022-12-09 13:42:44.120,2022-12-09,2023-02-03,,1d525157-0139-4b18-907b-8b0be3fdad5b,Z2022-00000147,omschrijving 138,2022-12-09,2022-12-09,toelichting 138,2023-02-03,805307631,Openbaar,49d0e580-2902-4afe-a747-5d8889632b93,2025-07-06 11:42:13.272,insert
2024-02-12 13:40:18.131,,2024-02-26,,041fc044-811c-4a16-90a5-e4170fc95806,Z2024-00000011,omschrijving 139,2024-02-12,2024-02-12,toelichting 139,2026-11-07,805307631,Openbaar,498d1efa-5cf6-4300-b346-9d85e4399774,2025-07-06 11:42:13.276,insert
2022-01-31 14:38:07.456,2022-01-31,2022-03-28,,3a8dc64b-5146-43ec-860e-1abdaca04392,Z2022-00000010,omschrijving 140,2022-01-31,2022-01-31,toelichting 140,2022-03-28,805307631,Openbaar,d76e354b-f6fd-465d-9ab1-5c9e515e8992,2025-07-06 11:42:13.430,insert
2022-01-31 14:50:05.428,2022-01-31,2022-03-28,,efd59910-a449-4165-898b-eb31ca9e1bde,Z2022-00000011,omschrijving 141,2022-01-31,2022-01-31,toelichting 141,2022-03-28,805307631,Openbaar,d76e354b-f6fd-465d-9ab1-5c9e515e8992,2025-07-06 11:42:13.431,insert
2022-09-12 08:35:14.926,2023-04-13,2022-11-07,,cb946608-e66d-436d-a2d4-fb031dd7cdcb,Z2022-00000080,omschrijving 142,2022-09-12,2022-09-12,toelichting 142,2022-11-07,805307631,Openbaar,2f4dfe9b-f736-4442-90fc-3aa099fa8d0b,2025-07-06 11:42:13.684,insert
2022-11-04 09:34:44.303,2023-04-13,2022-12-30,,9b7ff25d-8215-480a-950d-632daec73a7b,Z2022-00000111,omschrijving 143,2022-11-04,2022-11-04,toelichting 143,2022-12-30,805307631,Openbaar,f0c4b7be-e5cb-4be1-8f58-8c0c14619358,2025-07-06 11:42:13.967,insert
2024-05-24 10:21:03.643,,2027-02-17,,05e1b0b6-a4e7-4d9d-9075-f5fe0e9613fc,Z2024-00000081,omschrijving 144,2024-05-24,2024-05-24,toelichting 144,2027-02-17,805307631,Openbaar,f4103427-c016-43e7-81cf-0a46aef1991d,2025-07-06 11:42:14.563,insert
2024-05-24 10:21:42.290,2025-05-28,2024-06-07,,783a1c75-bb36-4595-b3d3-36fdcb18dc0a,Z2024-00000082,omschrijving 145,2024-05-24,2024-05-24,toelichting 145,2024-06-21,805307631,Openbaar,7aeb2b7e-be6f-45ec-9230-680dd9fc6b84,2025-07-06 11:42:14.563,insert
2024-05-24 10:25:58.324,,2027-02-17,,fc19c5b0-5009-44dc-9f65-9fa56fde456d,Z2024-00000083,omschrijving 146,2024-05-24,2024-05-24,toelichting 146,2027-02-17,805307631,Zaakvertrouwelijk,f4103427-c016-43e7-81cf-0a46aef1991d,2025-07-06 11:42:14.626,insert
2024-05-24 10:27:34.159,2025-05-28,2024-06-07,,aee73ba8-8e3e-4879-979b-fa3f732f3495,Z2024-00000084,omschrijving 147,2024-05-24,2024-05-24,toelichting 147,2024-06-21,805307631,Openbaar,7aeb2b7e-be6f-45ec-9230-680dd9fc6b84,2025-07-06 11:42:14.626,insert
2022-03-22 08:30:43.487,2023-01-09,2024-12-15,,832b28bf-0298-47ad-9b2c-4e1c7305d35b,Z2022-00000036,omschrijving 148,2022-03-22,2022-03-22,toelichting 148,2024-12-15,805307631,Openbaar,1859ba52-8626-4649-8ee4-e284d97b02e3,2025-07-06 11:42:15.525,insert
2023-01-09 09:01:15.935,2023-01-09,2023-01-23,,23f43184-c504-4cd6-be66-e9adec8113be,Z2023-00000005,omschrijving 149,2023-01-09,2023-01-09,toelichting 149,2023-02-06,805307631,Openbaar,50a7ce1a-fe1a-4e21-a717-b8cc774428a0,2025-07-06 11:42:15.630,insert
2024-04-04 15:25:36.345,,2026-12-29,,b13811f4-9c29-4a78-9d3b-3163ae082d24,Z2024-00000038,omschrijving 150,2024-04-04,2024-04-04,toelichting 150,2026-12-29,805307631,vertrouwelijk,ad945a0a-4d41-4572-8b59-ee1633fefc3c,2025-07-06 11:42:16.159,insert
2024-04-04 15:28:57.769,,2024-04-18,,cf990f6f-6659-43ee-9dca-ef65bba1fb16,Z2024-00000039,omschrijving 151,2024-04-04,2024-04-04,toelichting 151,2024-05-02,805307631,Openbaar,3a15fe08-3b83-41e5-92d9-9e25578c127e,2025-07-06 11:42:16.160,insert
2024-04-04 15:34:01.422,2025-06-04,2024-04-25,,f10dbe2d-a2e3-4b22-adb2-e0734fb86a22,Z2024-00000040,omschrijving 152,2024-04-04,2024-04-11,toelichting 152,2024-05-09,805307631,Openbaar,3a15fe08-3b83-41e5-92d9-9e25578c127e,2025-07-06 11:42:16.160,insert
2024-04-08 10:11:57.284,,2027-01-02,,0f989348-8d40-43ef-a20c-e880e74b11d3,Z2024-00000044,omschrijving 153,2024-04-08,2024-04-08,toelichting 153,2027-01-02,805307631,Openbaar,ad945a0a-4d41-4572-8b59-ee1633fefc3c,2025-07-06 11:42:16.167,insert
2024-04-08 10:16:08.196,2025-06-04,2024-04-25,,1273252f-24fa-4cca-b3c0-cdc83658bfbc,Z2024-00000045,omschrijving 154,2024-04-08,2024-04-11,toelichting 154,2024-05-09,805307631,Openbaar,3a15fe08-3b83-41e5-92d9-9e25578c127e,2025-07-06 11:42:16.167,insert
2024-04-09 12:18:02.808,2024-11-20,2024-06-04,,ab74e928-ddba-44ab-a30a-9ec9a8527a61,Z2024-00000049,omschrijving 155,2024-04-09,2024-04-09,toelichting 155,2024-07-16,805307631,Openbaar,02feced3-2eaf-4d7f-9ec9-ce78b0963d45,2025-07-06 11:42:16.242,insert
2024-05-30 12:42:15.801,2025-05-28,2024-07-25,,fdb08a88-9b69-4f17-9e9d-95eb68f6a88a,Z2024-00000085,omschrijving 156,2024-05-30,2024-05-30,toelichting 156,2024-07-25,805307631,Openbaar,5620e6b8-6423-48ac-bff7-12e404e15bad,2025-07-06 11:42:16.282,insert
2024-04-10 10:15:49.439,,2027-01-04,,1139e963-cdc0-4de4-801b-1ff38faff057,Z2024-00000050,omschrijving 157,2024-04-10,2024-04-10,toelichting 157,2027-01-04,805307631,Zaakvertrouwelijk,ad945a0a-4d41-4572-8b59-ee1633fefc3c,2025-07-06 11:42:16.335,insert
2024-05-14 08:36:18.090,2025-05-28,2024-07-09,,bc58cd06-d406-4822-aff2-1c7c11f7e830,Z2024-00000078,omschrijving 158,2024-05-14,2024-05-14,toelichting 158,2024-07-09,805307631,Openbaar,5620e6b8-6423-48ac-bff7-12e404e15bad,2025-07-06 11:42:16.448,insert
2024-02-09 13:27:36.752,,2024-02-23,,baea6a82-a426-494f-8cf1-5c8a5cb0761c,Z2024-00000010,omschrijving 159,2024-02-09,2024-02-09,toelichting 159,2026-11-04,805307631,Openbaar,498d1efa-5cf6-4300-b346-9d85e4399774,2025-07-06 11:42:16.830,insert
2022-11-08 10:32:32.798,2022-12-09,2022-11-22,,8eb4c633-57d8-489f-86cd-6ef543f44173,Z2022-00000121,omschrijving 160,2022-11-08,2022-11-08,toelichting 160,2022-12-06,805307631,Openbaar,7ad7f3b1-cba4-4d89-8e2d-ae92d16f34dc,2025-07-06 11:42:17.633,insert
2024-11-19 13:13:06.320,2025-05-27,2024-12-03,,6ef9d308-f967-42cd-8045-1b281b18aa8a,Z2024-00000126,omschrijving 161,2024-11-19,2024-11-19,toelichting 161,2024-12-17,805307631,Openbaar,a8f43074-da3d-4159-93e9-2991116c834d,2025-07-06 11:42:17.749,insert
2024-11-20 10:19:52.253,2025-05-21,2025-01-15,,7d977a1b-8baa-4851-a1a1-3b65c5391a33,Z2024-00000127,omschrijving 162,2024-11-20,2025-01-01,toelichting 162,2025-01-29,805307631,Openbaar,a8f43074-da3d-4159-93e9-2991116c834d,2025-07-06 11:42:18.087,insert
2024-11-20 10:23:34.805,2024-11-20,2024-12-18,,112f1448-64cb-4692-9f8d-eccfe7b3aa43,Z2024-00000128,omschrijving 163,2024-11-20,2024-11-20,toelichting 163,2024-12-18,805307631,Openbaar,f79985ce-50f0-4aeb-9320-d917197e33bb,2025-07-06 11:42:18.089,insert
2024-11-22 11:41:22.822,2025-05-27,2025-01-26,,0bf82097-b8d3-4a17-adb9-772db456687c,Z2024-00000130,omschrijving 164,2024-11-22,2024-12-01,toelichting 164,2025-03-09,805307631,Openbaar,e247462c-157f-4f2e-9551-d7a00f668019,2025-07-06 11:42:18.648,insert
2024-04-16 13:02:14.872,2024-04-16,2024-04-30,,057b141d-7037-4734-a149-c4f9de690dd1,Z2024-00000069,omschrijving 165,2024-04-16,2024-04-16,toelichting 165,2024-05-14,805307631,vertrouwelijk,7aeb2b7e-be6f-45ec-9230-680dd9fc6b84,2025-07-06 11:42:20.154,insert
2022-10-25 10:12:51.670,2022-12-09,2022-12-20,,ab6b4715-3357-483a-a96f-3a9868a51d90,Z2022-00000104,omschrijving 166,2022-10-25,2022-10-25,toelichting 166,2022-12-20,805307631,Openbaar,d793a64a-b720-49fc-becf-ab892a2078b5,2025-07-06 11:42:20.666,insert
2022-09-12 10:42:56.517,2022-12-09,2022-11-07,,756d7394-683b-487e-85d6-fec05334889d,Z2022-00000082,omschrijving 167,2022-09-12,2022-09-12,toelichting 167,2022-11-07,805307631,Openbaar,2f4dfe9b-f736-4442-90fc-3aa099fa8d0b,2025-07-06 11:42:22.795,insert
2023-02-24 04:10:57.009,2024-08-21,2023-03-09,,083e74c3-be30-4777-8c0b-e85fe1decbd5,Z2023-00000037,omschrijving 168,2023-02-24,2023-02-23,toelichting 168,2023-03-23,805307631,Openbaar,9d28978b-0959-4921-8e89-c572945f5957,2025-07-06 11:42:28.556,insert
2023-02-24 04:10:56.327,2024-08-21,2023-03-09,,184ff113-5204-4c31-9b50-8e03d2f5122b,Z2023-00000036,omschrijving 169,2023-02-24,2023-02-23,toelichting 169,2023-03-23,805307631,Openbaar,9d28978b-0959-4921-8e89-c572945f5957,2025-07-06 11:42:28.557,insert
2023-02-24 08:19:13.670,2024-08-21,2023-04-06,,9042a926-add7-4c82-acaa-b302505aa22c,Z2023-00000038,omschrijving 170,2023-02-24,2023-02-09,toelichting 170,2023-04-06,805307631,Openbaar,49d0e580-2902-4afe-a747-5d8889632b93,2025-07-06 11:42:28.628,insert
2023-02-24 08:19:15.373,2024-08-21,2023-04-20,,2faa786b-9f48-49b9-b419-f11e54cdb3cf,Z2023-00000040,omschrijving 171,2023-02-24,2023-02-23,toelichting 171,2023-04-20,805307631,Openbaar,49d0e580-2902-4afe-a747-5d8889632b93,2025-07-06 11:42:28.628,insert
2023-01-23 09:57:50.204,2023-01-23,2023-03-20,,1f843ecc-45a0-4bb4-bba4-6ca77b3cbcd4,Z2023-00000021,omschrijving 172,2023-01-23,2023-01-23,toelichting 172,2023-03-20,805307631,Openbaar,d294a646-68b0-4992-825f-a0fabcd4a180,2025-07-06 11:42:32.047,insert
2023-02-28 09:13:26.814,2023-02-28,2025-11-23,,8a58893b-bf19-4d68-b7ab-e6b4b36a5aa6,Z2023-00000041,omschrijving 173,2023-02-28,2023-02-28,toelichting 173,2025-11-23,805307631,Intern,e679f64e-59e8-4f1f-85a7-0f5674dbaebf,2025-07-06 11:42:32.649,insert
2022-10-19 11:33:15.370,2022-12-09,2022-11-02,,f14f3827-90f3-4a97-bbca-684980e39ad3,Z2022-00000100,omschrijving 174,2022-10-19,2022-10-19,toelichting 174,2022-11-16,805307631,Openbaar,80e458e0-92c9-42e0-8d08-ea2118aad44a,2025-07-06 11:42:33.934,insert
2024-02-19 14:53:51.070,2024-02-20,2024-03-18,,683ecf0a-fa3e-47d8-bec0-09aaac7084ed,Z2024-00000015,omschrijving 175,2024-02-19,2024-02-19,toelichting 175,2024-03-18,805307631,Openbaar,268263b2-00e7-4137-a156-5c093da5c219,2025-07-06 11:42:36.076,insert
2022-11-09 09:23:32.190,2022-12-09,2023-01-04,,17da84d2-adb6-4746-84b8-10361e990ab1,Z2022-00000124,omschrijving 176,2022-11-09,2022-11-09,toelichting 176,2023-01-04,805307631,Openbaar,0fcf3834-1270-41ce-89e5-bb69665ddec0,2025-07-06 11:42:36.927,insert
2024-02-19 14:56:29.031,,2024-03-18,,9b617a70-50bd-4311-ab6c-5789e88c2019,Z2024-00000018,omschrijving 177,2024-02-19,2024-02-19,toelichting 177,2024-03-18,805307631,Openbaar,268263b2-00e7-4137-a156-5c093da5c219,2025-07-06 11:42:36.930,insert
